postcode_area,postcode_district,PostDist,is_london?,property_type,year,num_transactions,avg_price,stddev_price,25th_percentile_price,median_price,75th_percentile_price,90th_percentile_price,95th_percentile_price,skewness_price,kurtosis_price,coef_var,iqr,median_mean_diff,median_mean_diff_pct,iqr_pct,lag_median_price,median_pct_change_1_year,roll_median_pct_2_year,roll_median_pct_5_year,is_good_sample
SE,SE12,SE12,Greater London,F,2005,224,148203.0,32052.2,129871.2,145000.0,165000.0,181699.7,201650.0,1.08,4.01,21.6,35128.8,-3203.0,2.2,24.2,141625.0,2.4,4.8,11.8,True
SE,SE12,SE12,Greater London,F,2006,277,159890.2,36359.4,140000.0,155000.0,170000.0,202000.0,230200.0,1.63,4.47,22.7,30000.0,-4890.2,3.2,19.4,145000.0,6.9,4.6,11.1,True
SE,SE12,SE12,Greater London,F,2007,250,172765.6,39372.8,149995.0,166500.0,188625.0,221000.0,244100.0,1.7,8.16,22.8,38630.0,-6265.6,3.8,23.2,155000.0,7.4,7.2,7.8,True
SE,SE12,SE12,Greater London,F,2008,113,185383.0,43716.6,157000.0,178450.0,207500.0,239999.0,272400.0,0.9,1.06,23.6,50500.0,-6933.0,3.9,28.3,166500.0,7.2,7.3,6.2,False
SE,SE12,SE12,Greater London,F,2009,65,154437.7,32036.2,130000.0,152500.0,175000.0,190000.0,199000.0,0.78,1.94,20.7,45000.0,-1937.7,1.3,29.5,178450.0,-14.5,-3.6,1.9,False
SE,SE12,SE12,Greater London,F,2010,94,164813.0,47587.5,137000.0,153900.0,183375.0,213100.0,255500.0,1.85,5.33,28.9,46375.0,-10913.0,7.1,30.1,152500.0,0.9,-6.8,1.6,False
SE,SE12,SE12,Greater London,F,2011,80,180546.2,64354.8,145000.0,172250.0,195000.0,223000.0,250000.0,2.95,11.22,35.6,50000.0,-8296.2,4.8,29.0,153900.0,11.9,6.4,2.6,False
SE,SE12,SE12,Greater London,F,2012,93,177379.0,42397.7,148500.0,173500.0,203000.0,239500.0,250000.0,0.42,-0.08,23.9,54500.0,-3879.0,2.2,31.4,172250.0,0.7,6.3,1.2,False
SE,SE12,SE12,Greater London,F,2013,150,196374.5,64212.1,160000.0,179975.0,230675.0,250000.0,312675.0,2.46,13.29,32.7,70675.0,-16399.5,9.1,39.3,173500.0,3.7,2.2,0.5,False
SE,SE12,SE12,Greater London,F,2014,224,223325.3,71728.0,174496.2,215650.0,250000.0,302000.0,345000.0,1.42,3.82,32.1,75503.8,-7675.3,3.6,35.0,179975.0,19.8,11.8,7.4,False
SE,SE12,SE12,Greater London,F,2015,168,252007.2,66052.9,204750.0,246250.0,295500.0,340000.0,368250.0,0.41,0.3,26.2,90750.0,-5757.2,2.3,36.9,215650.0,14.2,17.0,10.1,False
SE,SE12,SE12,Greater London,F,2016,150,290394.7,75670.7,236250.0,286250.0,338750.0,375000.0,399100.0,0.45,1.62,26.1,102500.0,-4144.7,1.4,35.8,246250.0,16.2,15.2,10.9,False
SE,SE12,SE12,Greater London,F,2017,145,291940.0,76149.8,245000.0,290000.0,335000.0,373000.0,385000.0,0.77,1.82,26.1,90000.0,-1940.0,0.7,31.0,286250.0,1.3,8.8,11.0,False
SE,SE12,SE12,Greater London,F,2018,111,291672.3,97565.1,230250.0,280000.0,326869.5,375000.0,415000.0,2.76,13.68,33.5,96619.5,-11672.3,4.2,34.5,290000.0,-3.4,-1.0,9.6,False
SE,SE12,SE12,Greater London,F,2019,134,300281.4,83846.7,239500.0,289900.0,341500.0,383500.0,461550.0,1.43,4.27,27.9,102000.0,-10381.4,3.6,35.2,280000.0,3.5,0.1,6.4,False
SE,SE12,SE12,Greater London,F,2020,123,298200.8,86413.7,243250.0,275500.0,342500.0,400000.0,460500.0,1.02,1.46,29.0,99250.0,-22700.8,8.2,36.0,289900.0,-5.0,-0.8,2.5,False
SE,SE12,SE12,Greater London,F,2021,181,304809.9,86466.7,248000.0,290000.0,358000.0,428000.0,465000.0,0.31,0.06,28.4,110000.0,-14809.9,5.1,37.9,275500.0,5.3,0.1,0.3,False
SE,SE12,SE12,Greater London,F,2022,161,315707.1,97024.6,250000.0,305000.0,370000.0,440000.0,499999.0,0.63,0.59,30.7,120000.0,-10707.1,3.5,39.3,290000.0,5.2,5.2,1.1,False
SE,SE12,SE12,Greater London,F,2023,96,293936.1,97021.4,231550.0,293218.0,350000.0,400000.0,429250.0,0.58,1.06,33.0,118450.0,-718.1,0.2,40.4,305000.0,-3.9,0.7,1.0,False
SE,SE12,SE12,Greater London,F,2024,121,314024.4,83900.3,269950.0,308000.0,365000.0,406560.0,470000.0,0.34,0.7,26.7,95050.0,-6024.4,2.0,30.9,293218.0,5.0,0.6,1.3,False
SE,SE12,SE12,Greater London,F,2025,100,316186.3,93904.7,250000.0,300000.0,388250.0,425000.0,456800.0,0.83,1.03,29.7,138250.0,-16186.3,5.4,46.1,308000.0,-2.6,1.2,1.8,False
SE,SE12,SE12,Greater London,F,2026,2,392500.0,24748.7,383750.0,392500.0,401250.0,406500.0,408250.0,,,6.3,17500.0,0.0,0.0,4.5,300000.0,30.8,14.1,6.9,False
SE,SE13,SE13,Greater London,F,1995,246,47288.6,22896.2,36623.8,45000.0,54750.0,69122.5,86000.0,3.7,30.05,48.4,18126.2,-2288.6,5.1,40.3,0.0,0.0,0.0,0.0,False
SE,SE13,SE13,Greater London,F,1996,313,48108.8,22983.0,34500.0,43000.0,56000.0,75000.0,89680.0,2.02,7.37,47.8,21500.0,-5108.8,11.9,50.0,45000.0,-4.4,-4.4,-4.4,False
SE,SE13,SE13,Greater London,F,1997,409,55754.6,25314.0,41000.0,51000.0,63950.0,83760.0,112300.0,1.55,3.49,45.4,22950.0,-4754.6,9.3,45.0,43000.0,18.6,7.1,7.1,False
SE,SE13,SE13,Greater London,F,1998,512,69008.4,40798.9,47987.5,58000.0,70750.0,120000.0,155000.0,2.66,9.47,59.1,22762.5,-11008.4,19.0,39.2,51000.0,13.7,16.2,9.3,False
SE,SE13,SE13,Greater London,F,1999,477,80069.6,41273.3,55000.0,67000.0,88000.0,140400.0,170000.0,2.01,4.68,51.5,33000.0,-13069.6,19.5,49.3,58000.0,15.5,14.6,10.8,False
SE,SE13,SE13,Greater London,F,2000,481,96532.5,43796.5,69995.0,86000.0,110000.0,145000.0,185000.0,2.45,9.78,45.4,40005.0,-10532.5,12.2,46.5,67000.0,28.4,22.0,14.4,False
SE,SE13,SE13,Greater London,F,2001,527,115824.6,47354.6,84995.0,108000.0,135000.0,178780.0,202500.0,1.66,5.81,40.9,50005.0,-7824.6,7.2,46.3,86000.0,25.6,27.0,20.4,False
SE,SE13,SE13,Greater London,F,2002,648,150619.0,53816.2,115000.0,139972.5,174250.0,226300.0,250000.0,0.98,1.31,35.7,59250.0,-10646.5,7.6,42.3,108000.0,29.6,27.6,22.6,False
SE,SE13,SE13,Greater London,F,2003,826,168654.4,52660.7,135000.0,161250.0,192750.0,237750.0,258120.0,1.34,4.09,31.2,57750.0,-7404.4,4.6,35.8,139972.5,15.2,22.4,22.9,False
SE,SE13,SE13,Greater London,F,2004,632,175431.4,49599.1,140000.0,165400.0,199237.5,247000.0,269547.5,1.0,1.65,28.3,59237.5,-10031.4,6.1,35.8,161250.0,2.6,8.9,20.3,False
SE,SE13,SE13,Greater London,F,2005,665,185532.3,46121.4,152500.0,178000.0,213000.0,249995.0,262995.0,0.76,0.83,24.9,60500.0,-7532.3,4.2,34.0,165400.0,7.6,5.1,16.1,False
SE,SE13,SE13,Greater London,F,2006,663,196998.3,56914.5,159250.0,186945.0,237500.0,262800.0,290000.0,1.34,4.61,28.9,78250.0,-10053.3,5.4,41.9,178000.0,5.0,6.3,12.0,False
SE,SE13,SE13,Greater London,F,2007,778,218666.1,76527.5,177000.0,207250.0,249375.0,285000.0,330750.0,4.8,54.73,35.0,72375.0,-11416.1,5.5,34.9,186945.0,10.9,8.0,8.3,False
SE,SE13,SE13,Greater London,F,2008,251,207290.6,50184.6,174997.5,198000.0,239997.5,277000.0,295250.0,0.93,2.05,24.2,65000.0,-9290.6,4.7,32.8,207250.0,-4.5,3.2,4.3,False
SE,SE13,SE13,Greater London,F,2009,197,191644.3,47748.5,161000.0,177000.0,215000.0,236600.0,285400.0,1.86,5.04,24.9,54000.0,-14644.3,8.3,30.5,198000.0,-10.6,-7.6,1.7,False
SE,SE13,SE13,Greater London,F,2010,434,201812.4,57663.6,161000.0,188250.0,230000.0,273500.0,306750.0,1.28,2.27,28.6,69000.0,-13562.4,7.2,36.7,177000.0,6.4,-2.1,1.4,False
SE,SE13,SE13,Greater London,F,2011,375,208570.0,69879.4,169000.0,195000.0,240000.0,281200.0,341500.0,1.79,6.79,33.5,71000.0,-13570.0,7.0,36.4,188250.0,3.6,5.0,1.2,False
SE,SE13,SE13,Greater London,F,2012,518,222550.9,71848.5,179000.0,210000.0,250000.0,285300.0,327725.0,3.1,19.03,32.3,71000.0,-12550.9,6.0,33.8,195000.0,7.7,5.6,0.5,False
SE,SE13,SE13,Greater London,F,2013,596,240775.7,73289.1,189000.0,230000.0,285000.0,320000.0,350000.0,1.37,4.57,30.4,96000.0,-10775.7,4.7,41.7,210000.0,9.5,8.6,3.3,False
SE,SE13,SE13,Greater London,F,2014,675,286623.1,92806.3,230000.0,275000.0,330150.0,387249.2,426500.0,2.02,10.56,32.4,100150.0,-11623.1,4.2,36.4,230000.0,19.6,14.6,9.4,False
SE,SE13,SE13,Greater London,F,2015,724,320646.3,85097.0,265000.0,315000.0,373500.0,427500.0,460000.0,0.43,1.62,26.5,108500.0,-5646.3,1.8,34.4,275000.0,14.5,17.0,11.0,False
SE,SE13,SE13,Greater London,F,2016,752,331623.5,95715.3,266500.0,320000.0,381641.5,450000.0,495000.0,1.11,4.19,28.9,115141.5,-11623.5,3.6,36.0,315000.0,1.6,8.0,10.6,False
SE,SE13,SE13,Greater London,F,2017,390,355322.8,104098.2,300000.0,345000.0,403262.5,452300.0,493250.0,3.67,36.86,29.3,103262.5,-10322.8,3.0,29.9,320000.0,7.8,4.7,10.6,False
SE,SE13,SE13,Greater London,F,2018,460,372069.3,111807.1,309000.0,366250.0,432500.0,489100.0,520000.0,2.69,23.74,30.1,123500.0,-5819.3,1.6,33.7,345000.0,6.2,7.0,9.9,False
SE,SE13,SE13,Greater London,F,2019,398,365485.8,113694.7,286000.0,345000.0,420000.0,531300.0,599995.6,1.03,1.9,31.1,134000.0,-20485.8,5.9,38.8,366250.0,-5.8,0.2,4.9,False
SE,SE13,SE13,Greater London,F,2020,332,372486.0,106891.6,300000.0,367750.0,430000.0,524000.0,572250.0,0.64,0.78,28.7,130000.0,-4736.0,1.3,35.4,345000.0,6.6,0.4,3.3,False
SE,SE13,SE13,Greater London,F,2021,489,351093.1,103553.4,287500.0,350000.0,405000.0,481000.0,512350.0,0.81,2.68,29.5,117500.0,-1093.1,0.3,33.6,367750.0,-4.8,0.9,2.0,False
SE,SE13,SE13,Greater London,F,2022,420,379208.2,151264.5,300000.0,365000.0,430000.0,500000.0,605000.0,3.53,22.98,39.9,130000.0,-14208.2,3.9,35.6,350000.0,4.3,-0.2,1.3,False
SE,SE13,SE13,Greater London,F,2023,323,374160.6,104990.9,300000.0,360000.0,430000.0,504000.0,554500.0,0.73,0.96,28.1,130000.0,-14160.6,3.9,36.1,365000.0,-1.4,1.4,-0.2,False
SE,SE13,SE13,Greater London,F,2024,381,368512.6,127699.1,280000.0,350000.0,436500.0,518255.0,575000.0,1.52,6.08,34.7,156500.0,-18512.6,5.3,44.7,360000.0,-2.8,-2.1,0.4,False
SE,SE13,SE13,Greater London,F,2025,316,379006.2,126904.9,295000.0,360000.0,435000.0,525000.0,606750.0,1.51,4.49,33.5,140000.0,-19006.2,5.3,38.9,350000.0,2.9,0.1,-0.4,False
SE,SE13,SE13,Greater London,F,2026,2,442500.0,95459.4,408750.0,442500.0,476250.0,496500.0,503250.0,,,21.6,67500.0,0.0,0.0,15.3,360000.0,22.9,12.9,5.2,False
SE,SE14,SE14,Greater London,F,1995,238,40710.0,10977.0,32811.2,39995.0,46998.8,53995.0,55495.8,1.11,6.09,27.0,14187.6,-715.0,1.8,35.5,0.0,0.0,0.0,0.0,False
SE,SE14,SE14,Greater London,F,1996,312,40538.5,11455.6,32750.0,39747.5,44996.2,54995.0,59635.0,1.85,9.46,28.3,12246.2,-791.0,2.0,30.8,39995.0,-0.6,-0.6,-0.6,False
SE,SE14,SE14,Greater London,F,1997,188,47730.4,13932.8,38375.0,48000.0,57500.0,64600.0,68821.8,0.43,0.48,29.2,19125.0,269.6,0.6,39.8,39747.5,20.8,10.1,10.1,False
SE,SE14,SE14,Greater London,F,1998,220,51633.4,14342.7,42000.0,50000.0,59995.0,69954.5,79047.5,0.79,1.3,27.8,17995.0,-1633.4,3.3,36.0,48000.0,4.2,12.5,8.1,False
SE,SE14,SE14,Greater London,F,1999,317,63321.0,19570.5,49995.0,59995.0,71500.0,89997.0,105696.0,1.21,1.66,30.9,21505.0,-3326.0,5.5,35.8,50000.0,20.0,12.1,11.1,False
SE,SE14,SE14,Greater London,F,2000,383,80431.7,26987.3,60500.0,74000.0,91625.0,122900.0,137250.0,1.21,1.59,33.6,31125.0,-6431.7,8.7,42.1,59995.0,23.3,21.6,13.5,False
SE,SE14,SE14,Greater London,F,2001,309,93475.0,25403.6,76000.0,89000.0,104000.0,134200.0,144600.0,0.78,0.27,27.2,28000.0,-4475.0,5.0,31.5,74000.0,20.3,21.8,17.7,False
SE,SE14,SE14,Greater London,F,2002,346,116401.5,37015.0,96000.0,115000.0,131375.0,154975.0,171500.0,2.2,12.68,31.8,35375.0,-1401.5,1.2,30.8,89000.0,29.2,24.8,19.4,False
SE,SE14,SE14,Greater London,F,2003,264,139546.9,33626.4,119746.2,135000.0,159125.0,180000.0,209920.0,0.7,0.69,24.1,39378.8,-4546.9,3.4,29.2,115000.0,17.4,23.3,22.0,False
SE,SE14,SE14,Greater London,F,2004,286,144868.3,41239.3,118125.0,138747.5,165000.0,195000.0,210000.0,1.96,10.72,28.5,46875.0,-6120.8,4.4,33.8,135000.0,2.8,10.1,18.6,False
SE,SE14,SE14,Greater London,F,2005,256,150045.6,37335.9,124000.0,147250.0,170000.0,199500.0,215250.0,0.71,0.45,24.9,46000.0,-2795.6,1.9,31.2,138747.5,6.1,4.4,15.2,False
SE,SE14,SE14,Greater London,F,2006,345,166401.2,43428.0,133000.0,160000.0,192950.0,230000.0,249950.0,0.61,-0.13,26.1,59950.0,-6401.2,4.0,37.5,147250.0,8.7,7.4,12.8,False
SE,SE14,SE14,Greater London,F,2007,365,182960.9,46833.5,149995.0,174500.0,208250.0,249995.0,257996.0,0.92,1.27,25.6,58255.0,-8460.9,4.8,33.4,160000.0,9.1,8.9,8.8,False
SE,SE14,SE14,Greater London,F,2008,132,191582.0,55838.0,151875.0,184500.0,228875.0,250000.0,290000.0,0.75,0.65,29.1,77000.0,-7082.0,3.8,41.7,174500.0,5.7,7.4,6.5,False
SE,SE14,SE14,Greater London,F,2009,97,175212.8,49344.2,136000.0,168000.0,220000.0,248780.0,250000.0,0.15,-1.1,28.2,84000.0,-7212.8,4.3,50.0,184500.0,-8.9,-1.6,4.1,False
SE,SE14,SE14,Greater London,F,2010,106,184887.3,52848.0,144250.0,175000.0,224687.5,250000.0,266501.0,0.51,-0.21,28.6,80437.5,-9887.3,5.6,46.0,168000.0,4.2,-2.4,3.8,False
SE,SE14,SE14,Greater London,F,2011,105,196996.8,53824.1,155000.0,198000.0,239000.0,260600.0,275000.0,-0.09,-0.7,27.3,84000.0,1003.2,0.5,42.4,175000.0,13.1,8.6,4.6,False
SE,SE14,SE14,Greater London,F,2012,148,196831.1,68460.4,141500.0,184000.0,239962.5,291500.0,319900.0,0.59,-0.18,34.8,98462.5,-12831.1,7.0,53.5,198000.0,-7.1,3.0,1.4,False
SE,SE14,SE14,Greater London,F,2013,235,226022.1,75055.4,173750.0,210000.0,274500.0,344980.0,365000.0,0.57,-0.42,33.2,100750.0,-16022.1,7.6,48.0,184000.0,14.1,3.5,3.1,False
SE,SE14,SE14,Greater London,F,2014,243,266004.2,99593.1,184500.0,250000.0,325000.0,399500.0,449477.4,0.86,0.9,37.4,140500.0,-16004.2,6.4,56.2,210000.0,19.0,16.5,8.7,False
SE,SE14,SE14,Greater London,F,2015,242,301226.9,100098.1,230000.0,284250.0,359250.0,444500.0,482325.0,0.88,1.11,33.2,129250.0,-16976.9,6.0,45.5,250000.0,13.7,16.3,10.6,False
SE,SE14,SE14,Greater London,F,2016,196,339027.6,121330.4,260000.0,320500.0,391250.0,500250.0,585500.0,0.91,1.33,35.8,131250.0,-18527.6,5.8,41.0,284250.0,12.8,13.2,10.5,False
SE,SE14,SE14,Greater London,F,2017,169,333899.7,138331.6,239000.0,317500.0,423000.0,511000.0,557000.0,1.15,4.54,41.4,184000.0,-16399.7,5.2,58.0,320500.0,-0.9,5.9,11.7,False
SE,SE14,SE14,Greater London,F,2018,224,343904.9,121165.2,248000.0,330000.0,422737.5,513500.0,550000.0,0.67,0.16,35.2,174737.5,-13904.9,4.2,53.0,317500.0,3.9,1.5,9.7,False
SE,SE14,SE14,Greater London,F,2019,290,401902.8,117247.7,337562.5,405000.0,493750.0,545000.0,575500.0,-0.17,-0.32,29.2,156187.5,3097.2,0.8,38.6,330000.0,22.7,13.3,10.4,False
SE,SE14,SE14,Greater London,F,2020,235,428476.2,120469.3,346000.0,420000.0,515000.0,565000.0,600000.0,0.24,0.28,28.1,169000.0,-8476.2,2.0,40.2,405000.0,3.7,13.2,8.4,False
SE,SE14,SE14,Greater London,F,2021,267,407787.5,136469.9,303050.0,405000.0,515000.0,600000.0,619130.0,0.11,-0.79,33.5,211950.0,-2787.5,0.7,52.3,420000.0,-3.6,0.0,5.2,False
SE,SE14,SE14,Greater London,F,2022,276,422070.6,144266.7,321453.0,420000.0,550787.5,600000.0,645250.0,-0.04,-1.0,34.2,229334.5,-2070.6,0.5,54.6,405000.0,3.7,0.0,6.1,False
SE,SE14,SE14,Greater London,F,2023,197,384342.5,146034.1,280000.0,347500.0,451000.0,600000.0,662000.0,0.72,0.23,38.0,171000.0,-36842.5,10.6,49.2,420000.0,-17.3,-6.8,1.8,False
SE,SE14,SE14,Greater London,F,2024,220,360936.8,123764.0,270000.0,340000.0,450000.0,513250.0,575125.0,0.5,-0.03,34.3,180000.0,-20936.8,6.2,52.9,347500.0,-2.2,-9.8,-3.1,False
SE,SE14,SE14,Greater London,F,2025,152,380209.2,131095.1,268750.0,362375.0,485250.0,548500.0,618625.0,0.48,-0.2,34.5,216500.0,-17834.2,4.9,59.7,340000.0,6.6,2.2,-2.6,False
SE,SE14,SE14,Greater London,F,2026,2,414000.0,5656.9,412000.0,414000.0,416000.0,417200.0,417600.0,,,1.4,4000.0,0.0,0.0,1.0,362375.0,14.2,10.4,1.0,False
SE,SE15,SE15,Greater London,F,1995,126,38765.8,12897.3,30125.0,38000.0,47437.5,52000.0,63000.0,0.49,0.45,33.3,17312.5,-765.8,2.0,45.6,0.0,0.0,0.0,0.0,False
SE,SE15,SE15,Greater London,F,1996,141,39754.2,14185.4,31000.0,39000.0,48000.0,57500.0,64000.0,0.27,0.23,35.7,17000.0,-754.2,1.9,43.6,38000.0,2.6,2.6,2.6,False
SE,SE15,SE15,Greater London,F,1997,248,45905.4,16434.4,35000.0,46125.0,55000.0,67500.0,75000.0,0.4,0.7,35.8,20000.0,219.6,0.5,43.4,39000.0,18.3,10.5,10.5,False
SE,SE15,SE15,Greater London,F,1998,263,65688.4,82869.3,45000.0,59000.0,69000.0,81800.0,91550.0,12.68,178.28,126.2,24000.0,-6688.4,11.3,40.7,46125.0,27.9,23.1,16.3,False
SE,SE15,SE15,Greater London,F,1999,432,71268.3,28297.0,52500.0,65950.0,84995.0,110000.0,116429.2,2.56,18.65,39.7,32495.0,-5318.3,8.1,49.3,59000.0,11.8,19.8,15.2,False
SE,SE15,SE15,Greater London,F,2000,370,94287.2,39599.7,67500.0,84972.5,113583.2,155000.0,168252.5,1.46,3.96,42.0,46083.2,-9314.7,11.0,54.2,65950.0,28.8,20.3,17.9,False
SE,SE15,SE15,Greater London,F,2001,410,119363.1,52885.2,87000.0,111750.0,137125.0,174100.0,197172.5,3.94,34.96,44.3,50125.0,-7613.1,6.8,44.9,84972.5,31.5,30.2,23.7,False
SE,SE15,SE15,Greater London,F,2002,498,141970.8,43382.7,115000.0,137500.0,167000.0,192000.0,216600.0,0.66,1.39,30.6,52000.0,-4470.8,3.3,37.8,111750.0,23.0,27.2,24.6,False
SE,SE15,SE15,Greater London,F,2003,445,162299.5,46458.6,135000.0,158000.0,186995.0,216000.0,242400.0,0.84,3.84,28.6,51995.0,-4299.5,2.7,32.9,137500.0,14.9,19.0,22.0,False
SE,SE15,SE15,Greater London,F,2004,575,171874.2,41011.1,145000.0,167000.0,195000.0,225000.0,249000.0,0.83,2.16,23.9,50000.0,-4874.2,2.9,29.9,158000.0,5.7,10.3,20.8,False
SE,SE15,SE15,Greater London,F,2005,448,176652.2,46051.8,149995.0,170000.0,200000.0,235000.0,249296.7,0.99,2.99,26.1,50005.0,-6652.2,3.9,29.4,167000.0,1.8,3.8,15.4,False
SE,SE15,SE15,Greater London,F,2006,609,195402.7,52322.3,158000.0,190000.0,230000.0,260050.0,284198.0,0.59,0.7,26.8,72000.0,-5402.7,2.8,37.9,170000.0,11.8,6.8,11.4,False
SE,SE15,SE15,Greater London,F,2007,627,209235.4,52818.2,170000.0,202500.0,243499.5,279997.0,305000.0,0.56,0.37,25.2,73499.5,-6735.4,3.3,36.3,190000.0,6.6,9.2,8.2,False
SE,SE15,SE15,Greater London,F,2008,292,218443.3,61701.2,175000.0,205000.0,250000.0,299995.0,333800.0,1.13,2.0,28.2,75000.0,-13443.3,6.6,36.6,202500.0,1.2,3.9,5.4,False
SE,SE15,SE15,Greater London,F,2009,186,193354.8,57374.4,152000.0,189497.5,235000.0,270000.0,286500.0,0.49,0.03,29.7,83000.0,-3857.3,2.0,43.8,205000.0,-7.6,-3.2,2.8,False
SE,SE15,SE15,Greater London,F,2010,287,210316.8,59964.9,165000.0,205000.0,250000.0,295000.0,320000.0,0.37,-0.38,28.5,85000.0,-5316.8,2.6,41.5,189497.5,8.2,0.3,4.0,False
SE,SE15,SE15,Greater London,F,2011,262,210188.8,64324.9,165250.0,204250.0,248625.0,289500.0,325000.0,1.05,3.21,30.6,83375.0,-5938.8,2.9,40.8,205000.0,-0.4,3.9,1.6,False
SE,SE15,SE15,Greater London,F,2012,319,232483.1,69473.4,183000.0,227000.0,272975.0,325000.0,353200.0,0.55,0.54,29.9,89975.0,-5483.1,2.4,39.6,204250.0,11.1,5.4,2.5,False
SE,SE15,SE15,Greater London,F,2013,467,249871.7,82698.2,190321.5,245000.0,290000.0,359400.0,409443.2,0.64,0.69,33.1,99678.5,-4871.7,2.0,40.7,227000.0,7.9,9.5,3.8,False
SE,SE15,SE15,Greater London,F,2014,529,304351.5,106411.4,240000.0,290000.0,360000.0,440000.0,499950.0,1.18,3.28,35.0,120000.0,-14351.5,4.9,41.4,245000.0,18.4,13.2,9.0,False
SE,SE15,SE15,Greater London,F,2015,511,343705.5,109560.7,272250.0,326000.0,400000.0,500000.0,541250.0,0.6,0.55,31.9,127750.0,-17705.5,5.4,39.2,290000.0,12.4,15.4,9.9,False
SE,SE15,SE15,Greater London,F,2016,490,381572.2,123429.3,296962.5,375000.0,450000.0,555500.0,600000.0,0.31,0.15,32.3,153037.5,-6572.2,1.8,40.8,326000.0,15.0,13.7,13.0,False
SE,SE15,SE15,Greater London,F,2017,491,411672.5,133075.7,316750.0,400000.0,501500.0,588500.0,622500.0,0.14,-0.12,32.3,184750.0,-11672.5,2.9,46.2,375000.0,6.7,10.8,12.1,False
SE,SE15,SE15,Greater London,F,2018,352,407303.4,242631.1,317000.0,380000.0,465250.0,566300.0,640000.0,11.45,179.72,59.6,148250.0,-27303.4,7.2,39.0,400000.0,-5.0,0.8,9.5,False
SE,SE15,SE15,Greater London,F,2019,347,411117.3,135149.8,315000.0,395000.0,500000.0,580000.0,638500.0,0.28,0.21,32.9,185000.0,-16117.3,4.1,46.8,380000.0,3.9,-0.6,6.6,False
SE,SE15,SE15,Greater London,F,2020,423,449550.1,144563.0,350000.0,437000.0,550000.0,625000.0,689500.0,0.45,0.51,32.2,200000.0,-12550.1,2.9,45.8,395000.0,10.6,7.2,6.2,False
SE,SE15,SE15,Greater London,F,2021,573,442276.5,126674.5,360000.0,434000.0,520000.0,609600.0,635000.0,0.19,0.65,28.6,160000.0,-8276.5,1.9,36.9,437000.0,-0.7,5.0,3.1,False
SE,SE15,SE15,Greater London,F,2022,425,442863.0,156337.6,340000.0,410500.0,512000.0,645000.0,712168.0,1.71,8.52,35.3,172000.0,-32363.0,7.9,41.9,434000.0,-5.4,-3.1,0.7,False
SE,SE15,SE15,Greater London,F,2023,367,434352.2,145961.5,333000.0,410000.0,510000.0,620000.0,688539.9,1.12,3.46,33.6,177000.0,-24352.2,5.9,43.2,410500.0,-0.1,-2.8,1.7,False
SE,SE15,SE15,Greater London,F,2024,426,429560.6,159724.6,326250.0,410000.0,505000.0,625000.0,700000.0,1.54,7.97,37.2,178750.0,-19560.6,4.8,43.6,410000.0,0.0,-0.0,0.9,False
SE,SE15,SE15,Greater London,F,2025,359,449103.6,154702.9,341750.0,425000.0,540000.0,657760.0,750000.0,0.54,0.33,34.4,198250.0,-24103.6,5.7,46.6,410000.0,3.7,1.8,-0.5,False
SE,SE15,SE15,Greater London,F,2026,14,359964.3,128625.9,297750.0,351250.0,401250.0,438000.0,546250.0,1.69,4.77,35.7,103500.0,-8714.3,2.5,29.5,425000.0,-17.4,-6.8,-3.8,False
SE,SE16,SE16,Greater London,F,1995,514,83293.5,36977.3,56125.0,72500.0,109000.0,133995.0,149350.0,0.75,0.39,44.4,52875.0,-10793.5,14.9,72.9,0.0,0.0,0.0,0.0,False
SE,SE16,SE16,Greater London,F,1996,591,82775.2,42217.4,58000.0,70000.0,99475.0,139995.0,157750.0,1.5,3.67,51.0,41475.0,-12775.2,18.3,59.2,72500.0,-3.4,-3.4,-3.4,False
SE,SE16,SE16,Greater London,F,1997,717,106655.8,61797.5,64000.0,97000.0,132295.0,172200.0,200000.0,2.17,9.47,57.9,68295.0,-9655.8,10.0,70.4,70000.0,38.6,17.6,17.6,False
SE,SE16,SE16,Greater London,F,1998,841,129832.4,82129.8,76500.0,115000.0,154000.0,222000.0,270000.0,2.48,10.61,63.3,77500.0,-14832.4,12.9,67.4,97000.0,18.6,28.6,17.9,False
SE,SE16,SE16,Greater London,F,1999,1005,139498.6,74305.4,87995.0,132000.0,170000.0,218100.0,252400.0,2.86,21.19,53.3,82005.0,-7498.6,5.7,62.1,115000.0,14.8,16.7,17.2,False
SE,SE16,SE16,Greater London,F,2000,879,163215.7,89198.7,110000.0,150000.0,199250.0,248200.0,285495.0,3.21,22.06,54.7,89250.0,-13215.7,8.8,59.5,132000.0,13.6,14.2,16.4,False
SE,SE16,SE16,Greater London,F,2001,902,185460.1,95905.4,124000.0,170000.0,229000.0,281800.0,329750.0,3.81,36.29,51.7,105000.0,-15460.1,9.1,61.8,150000.0,13.3,13.4,19.8,False
SE,SE16,SE16,Greater London,F,2002,867,205665.4,92812.0,144000.0,190000.0,247000.0,295000.0,357800.0,2.38,13.42,45.1,103000.0,-15665.4,8.2,54.2,170000.0,11.8,12.6,14.4,False
SE,SE16,SE16,Greater London,F,2003,733,210211.6,94532.6,150000.0,189995.0,245000.0,309050.0,400000.0,2.01,6.35,45.0,95000.0,-20216.6,10.6,50.0,190000.0,-0.0,5.9,10.7,False
