postcode_area,postcode_district,PostDist,is_london?,property_type,year,num_transactions,avg_price,stddev_price,25th_percentile_price,median_price,75th_percentile_price,90th_percentile_price,95th_percentile_price,skewness_price,kurtosis_price,coef_var,iqr,median_mean_diff,median_mean_diff_pct,iqr_pct,lag_median_price,median_pct_change_1_year,roll_median_pct_2_year,roll_median_pct_5_year,is_good_sample
BR,BR1,BR1,Greater London,F,1995,200,56119.3,21696.6,44000.0,53000.0,60000.0,75380.3,88097.5,2.66,11.51,38.7,16000.0,-3119.3,5.9,30.2,0.0,0.0,0.0,0.0,False
BR,BR1,BR1,Greater London,F,1996,293,55369.0,20236.2,43000.0,52500.0,63000.0,77000.0,90400.0,2.01,7.03,36.5,20000.0,-2869.0,5.5,38.1,53000.0,-0.9,-0.9,-0.9,False
BR,BR1,BR1,Greater London,F,1997,388,64486.3,29946.7,48500.0,58850.0,71500.0,89963.5,119300.0,2.49,9.6,46.4,23000.0,-5636.3,9.6,39.1,52500.0,12.1,5.6,5.6,False
BR,BR1,BR1,Greater London,F,1998,273,75256.0,31644.4,57000.0,68750.0,86000.0,114600.0,135000.0,2.41,10.67,42.0,29000.0,-6506.0,9.5,42.2,58850.0,16.8,14.4,9.3,False
BR,BR1,BR1,Greater London,F,1999,388,86145.4,37621.4,62500.0,78000.0,96962.5,125965.0,140000.0,2.88,13.79,43.7,34462.5,-8145.4,10.4,44.2,68750.0,13.5,15.2,10.4,False
BR,BR1,BR1,Greater London,F,2000,370,110176.1,47424.2,82000.0,98375.0,129000.0,162845.0,210500.0,1.89,5.29,43.0,47000.0,-11801.1,12.0,47.8,78000.0,26.1,19.8,13.5,False
BR,BR1,BR1,Greater London,F,2001,388,120563.6,50535.5,89983.8,108250.0,135625.0,165750.0,219300.0,2.07,5.69,41.9,45641.2,-12313.6,11.4,42.2,98375.0,10.0,18.1,15.7,False
BR,BR1,BR1,Greater London,F,2002,483,142836.1,54083.9,108750.0,131500.0,166500.0,215000.0,248855.0,1.27,2.65,37.9,57750.0,-11336.1,8.6,43.9,108250.0,21.5,15.8,17.6,False
BR,BR1,BR1,Greater London,F,2003,387,166269.6,56148.2,130500.0,154000.0,183666.0,247700.0,284998.5,1.52,3.17,33.8,53166.0,-12269.6,8.0,34.5,131500.0,17.1,19.3,17.6,False
BR,BR1,BR1,Greater London,F,2004,410,168312.3,57309.1,137125.0,155000.0,185000.0,237000.0,273272.5,2.22,9.46,34.0,47875.0,-13312.3,8.6,30.9,154000.0,0.6,8.9,15.1,False
BR,BR1,BR1,Greater London,F,2005,358,180753.0,56295.7,146000.0,170000.0,207238.2,249996.2,285000.0,1.57,4.83,31.1,61238.2,-10753.0,6.3,36.0,155000.0,9.7,5.2,11.8,False
BR,BR1,BR1,Greater London,F,2006,560,199288.7,62367.7,153875.0,186650.0,240000.0,284950.0,305000.0,1.13,2.37,31.3,86125.0,-12638.7,6.8,46.1,170000.0,9.8,9.8,11.7,False
BR,BR1,BR1,Greater London,F,2007,589,209816.3,84638.8,165000.0,199995.0,232000.0,287600.0,327996.4,5.92,63.07,40.3,67000.0,-9821.3,4.9,33.5,186650.0,7.1,8.5,8.9,False
BR,BR1,BR1,Greater London,F,2008,217,201615.5,61666.7,165000.0,190000.0,230000.0,271000.0,311400.0,1.88,8.46,30.6,65000.0,-11615.5,6.1,34.2,199995.0,-5.0,1.1,4.4,False
BR,BR1,BR1,Greater London,F,2009,227,189725.7,57864.6,155000.0,180000.0,225000.0,250000.0,280000.0,1.02,2.95,30.5,70000.0,-9725.7,5.4,38.9,190000.0,-5.3,-5.1,3.3,False
BR,BR1,BR1,Greater London,F,2010,189,201297.9,70925.6,166000.0,193000.0,229000.0,277990.0,299998.0,1.59,5.9,35.2,63000.0,-8297.9,4.3,32.6,180000.0,7.2,1.0,2.8,False
BR,BR1,BR1,Greater London,F,2011,213,200268.8,78763.7,157500.0,188000.0,232500.0,274000.0,342400.0,2.01,6.74,39.3,75000.0,-12268.8,6.5,39.9,193000.0,-2.6,2.3,0.3,False
BR,BR1,BR1,Greater London,F,2012,221,207864.2,61235.5,165000.0,200000.0,240000.0,280000.0,330000.0,1.01,2.01,29.5,75000.0,-7864.2,3.9,37.5,188000.0,6.4,1.9,0.1,False
BR,BR1,BR1,Greater London,F,2013,289,214808.4,64562.4,174000.0,207000.0,248000.0,281300.0,317000.0,2.47,16.47,30.1,74000.0,-7808.4,3.8,35.7,200000.0,3.5,5.0,1.8,False
BR,BR1,BR1,Greater London,F,2014,388,248276.8,97542.9,185000.0,235000.0,288612.5,347650.0,408250.0,1.85,6.45,39.3,103612.5,-13276.8,5.6,44.1,207000.0,13.5,8.5,5.6,False
BR,BR1,BR1,Greater London,F,2015,523,287732.5,93917.2,234250.0,278825.0,338250.0,380000.0,414300.0,1.79,9.96,32.6,104000.0,-8907.5,3.2,37.3,235000.0,18.6,16.1,7.9,False
BR,BR1,BR1,Greater London,F,2016,387,344282.1,155779.1,260000.0,315000.0,383750.0,477000.0,667430.0,2.19,7.33,45.2,123750.0,-29282.1,9.3,39.3,278825.0,13.0,15.8,11.0,False
BR,BR1,BR1,Greater London,F,2017,333,337647.7,119618.8,265000.0,318000.0,388000.0,485000.0,597000.0,1.18,2.31,35.4,123000.0,-19647.7,6.2,38.7,315000.0,1.0,7.0,9.9,False
BR,BR1,BR1,Greater London,F,2018,234,324186.5,121637.5,255306.2,310000.0,364500.0,458500.0,530000.0,1.85,6.4,37.5,109193.8,-14186.5,4.6,35.2,318000.0,-2.5,-0.7,8.7,False
BR,BR1,BR1,Greater London,F,2019,245,322373.2,128588.1,260000.0,300000.0,360000.0,445000.0,526400.0,2.53,10.5,39.9,100000.0,-22373.2,7.5,33.3,310000.0,-3.2,-2.8,5.4,False
BR,BR1,BR1,Greater London,F,2020,222,328979.5,153988.4,252000.0,302250.0,366875.0,479500.0,568000.0,3.22,18.0,46.8,114875.0,-26729.5,8.8,38.0,300000.0,0.8,-1.2,1.8,False
BR,BR1,BR1,Greater London,F,2021,305,333974.9,125372.6,264000.0,315000.0,372500.0,456000.0,534600.0,2.45,12.21,37.5,108500.0,-18974.9,6.0,34.4,302250.0,4.2,2.5,0.1,False
BR,BR1,BR1,Greater London,F,2022,305,351386.0,133735.6,272500.0,330000.0,390000.0,468800.0,612000.0,1.89,5.9,38.1,117500.0,-21386.0,6.5,35.6,315000.0,4.8,4.5,0.8,False
BR,BR1,BR1,Greater London,F,2023,212,338932.5,153288.4,270000.0,317750.0,375625.0,483270.0,641125.0,2.91,17.65,45.2,105625.0,-21182.5,6.7,33.2,330000.0,-3.7,0.6,0.6,False
BR,BR1,BR1,Greater London,F,2024,250,337990.0,159114.0,255000.0,311250.0,378750.0,455750.0,580000.0,3.01,14.05,47.1,123750.0,-26740.0,8.6,39.8,317750.0,-2.0,-2.8,0.8,False
BR,BR1,BR1,Greater London,F,2025,233,351755.6,146589.1,270000.0,323000.0,410000.0,525000.0,617000.0,1.3,3.5,41.7,140000.0,-28755.6,8.9,43.3,311250.0,3.8,0.9,1.4,False
BR,BR1,BR1,Greater London,F,2026,3,315333.3,70323.1,288000.0,340000.0,355000.0,364000.0,367000.0,-1.38,,22.3,67000.0,24666.7,7.3,19.7,323000.0,5.3,4.6,1.6,False
BR,BR2,BR2,Greater London,F,1995,176,54266.0,18151.7,45750.0,51500.0,59961.2,72750.0,81750.0,2.01,8.98,33.4,14211.2,-2766.0,5.4,27.6,0.0,0.0,0.0,0.0,False
BR,BR2,BR2,Greater London,F,1996,249,58503.9,33475.5,46000.0,53500.0,64000.0,79100.0,89400.0,7.72,77.57,57.2,18000.0,-5003.9,9.4,33.6,51500.0,3.9,3.9,3.9,False
BR,BR2,BR2,Greater London,F,1997,361,68166.6,34765.6,52000.0,62000.0,75000.0,91000.0,112500.0,5.06,38.63,51.0,23000.0,-6166.6,9.9,37.1,53500.0,15.9,9.9,9.9,False
BR,BR2,BR2,Greater London,F,1998,366,78210.4,29554.0,60000.0,73000.0,90000.0,114450.0,122500.0,3.03,23.7,37.8,30000.0,-5210.4,7.1,41.1,62000.0,17.7,16.8,12.5,False
BR,BR2,BR2,Greater London,F,1999,417,94748.0,37048.9,68000.0,84950.0,114500.0,143170.0,169950.0,1.36,2.18,39.1,46500.0,-9798.0,11.5,54.7,73000.0,16.4,17.0,13.5,False
BR,BR2,BR2,Greater London,F,2000,309,104660.0,35644.3,83500.0,93500.0,119950.0,154190.0,176200.0,1.5,3.76,34.1,36450.0,-11160.0,11.9,39.0,84950.0,10.1,13.2,12.8,False
BR,BR2,BR2,Greater London,F,2001,347,125915.1,46121.4,97000.0,112500.0,140000.0,176400.0,238496.5,1.78,3.45,36.6,43000.0,-13415.1,11.9,38.2,93500.0,20.3,15.2,16.1,False
BR,BR2,BR2,Greater London,F,2002,360,137099.6,38744.7,115000.0,130000.0,154250.0,185200.0,205500.0,0.9,1.68,28.3,39250.0,-7099.6,5.5,30.2,112500.0,15.6,18.0,16.0,False
BR,BR2,BR2,Greater London,F,2003,280,162538.2,62981.8,134871.2,155000.0,175000.0,212550.0,243825.0,6.18,65.8,38.7,40128.8,-7538.2,4.9,25.9,130000.0,19.2,17.4,16.3,False
BR,BR2,BR2,Greater London,F,2004,387,188633.0,52461.5,154000.0,177000.0,215750.0,256995.0,285000.0,1.02,2.49,27.8,61750.0,-11633.0,6.6,34.9,155000.0,14.2,16.7,15.9,False
BR,BR2,BR2,Greater London,F,2005,353,211859.3,90281.9,157500.0,180000.0,239950.0,330140.0,375100.0,2.6,11.54,42.6,82450.0,-31859.3,17.7,45.8,177000.0,1.7,8.0,14.2,False
BR,BR2,BR2,Greater London,F,2006,404,212263.6,105329.6,159950.0,180000.0,227625.0,315000.0,384250.0,4.13,26.31,49.6,67675.0,-32263.6,17.9,37.6,180000.0,0.0,0.8,10.1,False
BR,BR2,BR2,Greater London,F,2007,401,227199.9,96804.0,175000.0,210000.0,249999.0,308000.0,380000.0,3.25,16.55,42.6,74999.0,-17199.9,8.2,35.7,180000.0,16.7,8.4,10.4,False
BR,BR2,BR2,Greater London,F,2008,200,228519.6,110185.2,170000.0,206500.0,240000.0,345000.0,400100.0,3.02,12.23,48.2,70000.0,-22019.6,10.7,33.9,210000.0,-1.7,7.5,6.2,False
BR,BR2,BR2,Greater London,F,2009,153,197507.1,82647.9,160000.0,175000.0,220000.0,265000.0,340000.0,3.12,14.1,41.8,60000.0,-22507.1,12.9,34.3,206500.0,-15.3,-8.5,0.3,False
BR,BR2,BR2,Greater London,F,2010,205,218140.1,98193.5,170000.0,199000.0,240000.0,311998.0,366000.0,2.78,12.42,45.0,70000.0,-19140.1,9.6,35.2,175000.0,13.7,-0.8,2.7,False
BR,BR2,BR2,Greater London,F,2011,227,238126.0,156476.2,172250.0,205000.0,250000.0,285000.0,372900.0,4.34,21.25,65.7,77750.0,-33126.0,16.2,37.9,199000.0,3.0,8.4,3.3,False
BR,BR2,BR2,Greater London,F,2012,296,218274.2,69693.1,180995.0,219997.5,240995.0,268000.0,300250.0,5.07,53.64,31.9,60000.0,1723.3,0.8,27.3,205000.0,7.3,5.2,1.4,False
BR,BR2,BR2,Greater London,F,2013,301,222725.8,52518.6,189000.0,227450.0,247995.0,280000.0,315000.0,0.86,2.79,23.6,58995.0,4724.2,2.1,25.9,219997.5,3.4,5.4,2.4,False
BR,BR2,BR2,Greater London,F,2014,356,261421.9,94323.4,215000.0,249972.5,275000.0,346249.5,416250.0,3.19,16.24,36.1,60000.0,-11449.4,4.6,24.0,227450.0,9.9,6.6,7.5,True
BR,BR2,BR2,Greater London,F,2015,385,281874.0,74666.0,240000.0,272500.0,310000.0,370000.0,403990.0,1.63,9.91,26.5,70000.0,-9374.0,3.4,25.7,249972.5,9.0,9.4,6.5,False
BR,BR2,BR2,Greater London,F,2016,326,330482.2,118101.8,273500.0,319997.5,357500.0,424950.0,499987.5,2.74,14.05,35.7,84000.0,-10484.7,3.3,26.3,272500.0,17.4,13.2,9.4,False
BR,BR2,BR2,Greater London,F,2017,248,337434.5,123494.7,271027.5,320000.0,370000.0,475900.0,603025.0,1.71,5.34,36.6,98972.5,-17434.5,5.4,30.9,319997.5,0.0,8.7,7.9,False
BR,BR2,BR2,Greater London,F,2018,251,344447.5,160805.8,275000.0,322500.0,387800.0,435000.0,520000.0,3.71,21.56,46.7,112800.0,-21947.5,6.8,35.0,320000.0,0.8,0.4,7.4,False
BR,BR2,BR2,Greater London,F,2019,307,327772.6,97263.9,270000.0,320000.0,375000.0,467700.0,490000.0,0.42,0.77,29.7,105000.0,-7772.6,2.4,32.8,322500.0,-0.8,0.0,5.3,False
BR,BR2,BR2,Greater London,F,2020,226,340811.3,91797.9,285000.0,325000.0,403987.5,457500.0,502500.0,0.04,0.11,26.9,118987.5,-15811.3,4.9,36.6,320000.0,1.6,0.4,3.8,False
BR,BR2,BR2,Greater London,F,2021,389,346299.3,148045.6,275520.0,320000.0,390000.0,495000.0,563900.0,2.84,14.71,42.8,114480.0,-26299.3,8.2,35.8,325000.0,-1.5,0.1,0.0,False
BR,BR2,BR2,Greater London,F,2022,284,349062.3,112443.9,280000.0,330000.0,391250.0,480000.0,538663.5,1.5,4.53,32.2,111250.0,-19062.3,5.8,33.7,320000.0,3.1,0.8,0.6,False
BR,BR2,BR2,Greater London,F,2023,163,340861.9,157408.5,255000.0,315000.0,392000.0,466000.0,550300.0,3.59,20.96,46.2,137000.0,-25861.9,8.2,43.5,330000.0,-4.5,-0.7,-0.4,False
BR,BR2,BR2,Greater London,F,2024,209,340788.8,138823.8,270000.0,325000.0,390000.0,455000.0,504200.0,2.71,13.0,40.7,120000.0,-15788.8,4.9,36.9,315000.0,3.2,-0.6,0.4,False
BR,BR2,BR2,Greater London,F,2025,184,342667.1,124336.6,274250.0,330000.0,378500.0,437000.0,539250.0,2.21,8.45,36.3,104250.0,-12667.1,3.8,31.6,325000.0,1.5,2.4,0.4,False
BR,BR2,BR2,Greater London,F,2026,1,405000.0,,405000.0,405000.0,405000.0,405000.0,405000.0,,,,0.0,0.0,0.0,0.0,330000.0,22.7,12.1,5.2,False
BR,BR3,BR3,Greater London,F,1995,381,62036.3,26362.3,46000.0,57000.0,72000.0,93000.0,114500.0,1.75,4.81,42.5,26000.0,-5036.3,8.8,45.6,0.0,0.0,0.0,0.0,False
BR,BR3,BR3,Greater London,F,1996,460,61662.4,28615.4,44987.5,54975.0,70812.5,97000.0,115000.0,2.33,10.4,46.4,25825.0,-6687.4,12.2,47.0,57000.0,-3.6,-3.6,-3.6,False
BR,BR3,BR3,Greater London,F,1997,621,63513.2,23098.7,49000.0,59500.0,73500.0,92500.0,105000.0,1.48,4.7,36.4,24500.0,-4013.2,6.7,41.2,54975.0,8.2,2.3,2.3,False
BR,BR3,BR3,Greater London,F,1998,674,79875.2,35790.8,58062.5,71725.0,90000.0,127500.0,144967.5,1.92,6.39,44.8,31937.5,-8150.2,11.4,44.5,59500.0,20.5,14.4,8.4,False
BR,BR3,BR3,Greater London,F,1999,691,91889.6,36517.8,67975.0,82000.0,108250.0,139950.0,154000.0,1.99,7.39,39.7,40275.0,-9889.6,12.1,49.1,71725.0,14.3,17.4,9.9,False
BR,BR3,BR3,Greater London,F,2000,634,117076.4,48650.3,85000.0,104750.0,139837.5,180000.0,200875.0,1.49,3.09,41.6,54837.5,-12326.4,11.8,52.4,82000.0,27.7,21.0,13.4,False
BR,BR3,BR3,Greater London,F,2001,656,136804.3,65572.5,95998.8,120000.0,156250.0,197000.0,276250.0,2.35,7.08,47.9,60251.2,-16804.3,14.0,50.2,104750.0,14.6,21.2,17.1,False
BR,BR3,BR3,Greater London,F,2002,733,165027.9,85931.2,119950.0,142500.0,185000.0,249990.0,310000.0,2.94,13.07,52.1,65050.0,-22527.9,15.8,45.6,120000.0,18.8,16.7,19.2,False
BR,BR3,BR3,Greater London,F,2003,668,185916.9,74281.1,139987.5,164250.0,215000.0,285000.0,324300.0,1.89,4.9,40.0,75012.5,-21666.9,13.2,45.7,142500.0,15.3,17.0,18.1,False
BR,BR3,BR3,Greater London,F,2004,627,205778.1,98347.4,150000.0,179950.0,235000.0,305000.0,365000.0,3.31,17.36,47.8,85000.0,-25828.1,14.4,47.2,164250.0,9.6,12.5,17.2,False
BR,BR3,BR3,Greater London,F,2005,587,203772.5,83467.4,153250.0,180000.0,231000.0,285000.0,365000.0,3.0,15.81,41.0,77750.0,-23772.5,13.2,43.2,179950.0,0.0,4.8,11.7,False
BR,BR3,BR3,Greater London,F,2006,824,208174.6,67913.0,162837.5,194950.0,247125.0,279950.0,315000.0,2.24,13.19,32.6,84287.5,-13224.6,6.8,43.2,180000.0,8.3,4.2,10.4,False
BR,BR3,BR3,Greater London,F,2007,729,226698.1,74608.0,179950.0,217000.0,260000.0,305000.0,350000.0,1.89,7.44,32.9,80050.0,-9698.1,4.5,36.9,194950.0,11.3,9.8,8.9,False
BR,BR3,BR3,Greater London,F,2008,329,227694.3,93376.2,176000.0,210000.0,250000.0,313000.0,400000.0,2.71,10.66,41.0,74000.0,-17694.3,8.4,35.2,217000.0,-3.2,4.1,5.2,False
BR,BR3,BR3,Greater London,F,2009,369,205565.5,64974.3,168500.0,200000.0,238500.0,269999.2,309000.0,1.55,6.16,31.6,70000.0,-5565.5,2.8,35.0,210000.0,-4.8,-4.0,2.3,False
BR,BR3,BR3,Greater London,F,2010,326,220726.7,78531.9,175000.0,210000.0,250000.0,303750.0,359375.0,1.69,6.28,35.6,75000.0,-10726.7,5.1,35.7,200000.0,5.0,0.1,3.3,False
BR,BR3,BR3,Greater London,F,2011,331,212690.8,66657.3,170000.0,205000.0,250000.0,307000.0,328725.0,0.27,0.57,31.3,80000.0,-7690.8,3.8,39.0,210000.0,-2.4,1.3,1.2,False
BR,BR3,BR3,Greater London,F,2012,407,226052.9,82258.4,180000.0,210000.0,250000.0,308800.0,365000.0,2.33,10.3,36.4,70000.0,-16052.9,7.6,33.3,205000.0,2.4,0.0,-0.6,False
BR,BR3,BR3,Greater London,F,2013,432,256009.1,111251.5,187875.0,237500.0,290250.0,364000.0,464500.0,2.27,7.93,43.5,102375.0,-18509.1,7.8,43.1,210000.0,13.1,7.8,2.7,False
BR,BR3,BR3,Greater London,F,2014,582,290219.7,115675.2,225000.0,270000.0,333750.0,409930.0,500000.0,1.99,7.03,39.9,108750.0,-20219.7,7.5,40.3,237500.0,13.7,13.4,6.4,False
BR,BR3,BR3,Greater London,F,2015,479,311513.0,110530.0,248975.0,295000.0,360000.0,435000.0,505500.0,1.54,5.07,35.5,111025.0,-16513.0,5.6,37.6,270000.0,9.3,11.5,7.2,False
BR,BR3,BR3,Greater London,F,2016,468,338080.2,109493.5,274375.0,323250.0,385125.0,455000.0,520000.0,1.62,6.82,32.4,110750.0,-14830.2,4.6,34.3,295000.0,9.6,9.5,9.6,False
BR,BR3,BR3,Greater London,F,2017,337,350572.5,116684.5,282000.0,349950.0,388500.0,475000.0,531000.0,1.5,5.47,33.3,106500.0,-622.5,0.2,30.4,323250.0,8.3,9.0,10.8,False
BR,BR3,BR3,Greater London,F,2018,367,348610.3,126278.9,273500.0,338000.0,397475.0,486344.4,584985.0,1.15,2.98,36.2,123975.0,-10610.3,3.1,36.7,349950.0,-3.4,2.5,7.5,False
BR,BR3,BR3,Greater London,F,2019,334,357913.8,135436.6,276250.0,336500.0,395000.0,500000.0,553700.0,2.19,8.57,37.8,118750.0,-21413.8,6.4,35.3,338000.0,-0.4,-1.9,4.7,False
BR,BR3,BR3,Greater London,F,2020,336,357133.1,128613.0,278000.0,339000.0,410000.0,500000.0,600000.0,1.54,4.33,36.0,132000.0,-18133.1,5.3,38.9,336500.0,0.7,0.2,3.0,False
BR,BR3,BR3,Greater London,F,2021,522,360336.4,126264.3,285000.0,349000.0,410000.0,500000.0,609500.0,1.44,4.3,35.0,125000.0,-11336.4,3.2,35.8,339000.0,2.9,1.8,1.6,False
BR,BR3,BR3,Greater London,F,2022,437,366731.5,134896.7,287500.0,360000.0,427500.0,500400.0,575000.0,2.24,15.13,36.8,140000.0,-6731.5,1.9,38.9,349000.0,3.2,3.1,0.6,False
BR,BR3,BR3,Greater London,F,2023,346,353781.1,120160.3,275250.0,350000.0,420000.0,485000.0,568750.0,0.58,1.24,34.0,144750.0,-3781.1,1.1,41.4,360000.0,-2.8,0.2,0.7,False
BR,BR3,BR3,Greater London,F,2024,391,347328.7,129933.6,267000.0,330880.0,420500.0,485000.0,565000.0,1.09,3.93,37.4,153500.0,-16448.7,5.0,46.4,350000.0,-5.5,-4.1,-0.3,False
BR,BR3,BR3,Greater London,F,2025,339,363994.5,115768.1,293750.0,342000.0,420000.0,495000.0,610500.0,1.0,1.99,31.8,126250.0,-21994.5,6.4,36.9,330880.0,3.4,-1.0,0.2,False
BR,BR3,BR3,Greater London,F,2026,5,345800.0,87725.1,270000.0,375000.0,400000.0,427000.0,436000.0,-0.3,-2.32,25.4,130000.0,29200.0,7.8,34.7,342000.0,9.6,6.5,1.6,False
BR,BR4,BR4,Greater London,F,1995,47,53569.8,25198.5,35000.0,49000.0,78500.0,89680.0,89950.0,0.17,-1.37,47.0,43500.0,-4569.8,9.3,88.8,0.0,0.0,0.0,0.0,False
BR,BR4,BR4,Greater London,F,1996,58,54560.2,24792.9,39625.0,52975.0,65875.0,82825.0,92950.0,0.8,1.28,45.4,26250.0,-1585.2,3.0,49.6,49000.0,8.1,8.1,8.1,False
BR,BR4,BR4,Greater London,F,1997,67,48756.0,22301.2,28975.0,50000.0,64900.0,78180.0,87165.0,0.23,-0.94,45.7,35925.0,1244.0,2.5,71.8,52975.0,-5.6,1.2,1.2,False
BR,BR4,BR4,Greater London,F,1998,66,61019.5,24141.7,49000.0,61250.0,73125.0,95747.5,105250.0,-0.02,-0.18,39.6,24125.0,230.5,0.4,39.4,50000.0,22.5,8.4,8.3,False
BR,BR4,BR4,Greater London,F,1999,65,71832.9,27943.4,54000.0,66000.0,90250.0,111780.0,119900.0,0.33,-0.69,38.9,36250.0,-5832.9,8.8,54.9,61250.0,7.8,15.2,8.2,False
BR,BR4,BR4,Greater London,F,2000,55,96500.0,35390.8,70500.0,95000.0,118000.0,142400.0,151500.0,0.54,0.43,36.7,47500.0,-1500.0,1.6,50.0,66000.0,43.9,25.8,15.3,False
BR,BR4,BR4,Greater London,F,2001,64,95950.7,33731.9,73375.0,89500.0,120000.0,132085.0,144100.0,0.48,1.11,35.2,46625.0,-6450.7,7.2,52.1,95000.0,-5.8,19.0,12.6,False
BR,BR4,BR4,Greater London,F,2002,78,137508.3,50318.3,102250.0,136500.0,169998.8,192150.0,217995.7,0.26,0.0,36.6,67748.8,-1008.3,0.7,49.6,89500.0,52.5,23.4,24.2,False
BR,BR4,BR4,Greater London,F,2003,67,146122.8,35949.6,118750.0,150000.0,167718.0,194997.0,203498.5,-0.09,-0.7,24.6,48968.0,3877.2,2.6,32.6,136500.0,9.9,31.2,21.7,False
BR,BR4,BR4,Greater London,F,2004,72,164240.7,51948.7,128750.0,161200.0,215125.0,234500.0,245000.0,0.01,-0.76,31.6,86375.0,-3040.7,1.9,53.6,150000.0,7.5,8.7,21.6,False
BR,BR4,BR4,Greater London,F,2005,66,146820.4,49479.2,110000.0,150000.0,183500.0,208225.0,222500.0,-0.1,-0.64,33.7,73500.0,3179.6,2.1,49.0,161200.0,-6.9,0.3,11.4,False
BR,BR4,BR4,Greater London,F,2006,61,172163.1,41357.3,149950.0,173500.0,198500.0,222500.0,227500.0,-0.53,0.23,24.0,48550.0,1336.9,0.8,28.0,150000.0,15.7,4.4,15.7,False
BR,BR4,BR4,Greater London,F,2007,60,176992.2,55326.4,148462.5,176250.0,220500.0,245000.0,249952.2,-0.4,-0.56,31.3,72037.5,-742.2,0.4,40.9,173500.0,1.6,8.6,5.6,False
BR,BR4,BR4,Greater London,F,2008,74,220446.8,66653.4,183250.0,232500.0,265000.0,276750.0,295000.0,-0.69,0.41,30.2,81750.0,12053.2,5.2,35.2,176250.0,31.9,16.8,10.0,False
BR,BR4,BR4,Greater London,F,2009,47,172398.8,58863.2,135000.0,175000.0,210000.0,225000.0,247000.0,0.53,1.79,34.1,75000.0,2601.2,1.5,42.9,232500.0,-24.7,3.6,3.5,False
BR,BR4,BR4,Greater London,F,2010,55,177699.1,65480.7,138500.0,190000.0,227000.0,249000.0,264500.0,-0.55,-0.44,36.8,88500.0,12300.9,6.5,46.6,175000.0,8.6,-8.0,6.6,False
BR,BR4,BR4,Greater London,F,2011,48,169416.2,62937.5,145375.0,181250.0,211750.0,233000.0,247900.0,-0.51,-0.48,37.1,66375.0,11833.8,6.5,36.6,190000.0,-4.6,2.0,2.6,False
BR,BR4,BR4,Greater London,F,2012,37,191768.2,57126.0,151000.0,210000.0,225025.0,250000.0,255000.0,-0.65,-0.18,29.8,74025.0,18231.8,8.7,35.2,181250.0,15.9,5.6,5.4,False
BR,BR4,BR4,Greater London,F,2013,49,175816.5,66436.0,110000.0,187500.0,230000.0,250000.0,271000.0,-0.33,-0.93,37.8,120000.0,11683.5,6.2,64.0,210000.0,-10.7,2.6,-3.1,False
BR,BR4,BR4,Greater London,F,2014,48,208042.6,90776.0,121875.0,226000.0,276250.0,308600.0,327325.0,-0.22,-0.9,43.6,154375.0,17957.4,7.9,68.3,187500.0,20.5,4.9,5.9,False
BR,BR4,BR4,Greater London,F,2015,59,230610.2,83375.9,174250.0,240000.0,285500.0,326000.0,360000.0,-0.21,-0.42,36.2,111250.0,9389.8,3.9,46.4,226000.0,6.2,13.4,5.5,False
BR,BR4,BR4,Greater London,F,2016,107,339181.3,105806.9,284000.0,350000.0,432500.0,442500.0,445000.0,-0.86,-0.09,31.2,148500.0,10818.7,3.1,42.4,240000.0,45.8,26.0,15.5,False
BR,BR4,BR4,Greater London,F,2017,54,243749.1,97878.3,158125.0,261000.0,325000.0,358500.0,374900.0,-0.17,-1.18,40.2,166875.0,17250.9,6.6,63.9,350000.0,-25.4,10.2,7.3,False
BR,BR4,BR4,Greater London,F,2018,48,258000.0,107681.5,168750.0,295000.0,345625.0,385000.0,396500.0,-0.33,-1.22,41.7,176875.0,37000.0,12.5,60.0,261000.0,13.0,-6.2,12.0,False
BR,BR4,BR4,Greater London,F,2019,38,220005.3,94218.2,115000.0,227500.0,299375.0,315900.0,345000.0,-0.25,-1.53,42.8,184375.0,7494.7,3.3,81.0,295000.0,-22.9,-4.9,3.3,False
BR,BR4,BR4,Greater London,F,2020,29,250569.0,122404.8,172000.0,224000.0,323000.0,378000.0,383000.0,1.2,2.99,48.9,151000.0,-26569.0,11.9,67.4,227500.0,-1.5,-12.2,1.8,False
BR,BR4,BR4,Greater London,F,2021,43,267761.6,102292.8,192500.0,270000.0,342500.0,364000.0,374500.0,0.31,0.35,38.2,150000.0,2238.4,0.8,55.6,224000.0,20.5,9.5,-3.3,False
BR,BR4,BR4,Greater London,F,2022,40,257787.5,106559.3,158750.0,259500.0,357500.0,375500.0,395250.0,-0.09,-1.51,41.3,198750.0,1712.5,0.7,76.6,270000.0,-3.9,8.3,1.0,False
BR,BR4,BR4,Greater London,F,2023,28,269017.9,89280.7,215000.0,247500.0,349375.0,393000.0,400000.0,0.05,-0.93,33.2,134375.0,-21517.9,8.7,54.3,259500.0,-4.6,-4.2,-2.5,False
BR,BR4,BR4,Greater London,F,2024,41,259345.1,111315.8,170000.0,299950.0,357500.0,380000.0,400000.0,-0.34,-1.32,42.9,187500.0,40604.9,13.5,62.5,247500.0,21.2,8.3,6.3,False
BR,BR4,BR4,Greater London,F,2025,32,269481.4,117235.3,140750.0,325000.0,366250.0,389500.0,409000.0,-0.33,-1.62,43.5,225500.0,55518.6,17.1,69.4,299950.0,8.4,14.8,8.3,False
