postcode_district,year,avg_price,50th_percentile_price,num_transactions
EC1V,2023,885798.0,889000.0,302
EC1V,2024,855614.1,805000.0,529
EC1V,2025,776462.3,630000.0,103
EC1V,2026,656666.7,670000.0,3
EC1Y,1995,68200.0,70000.0,11
EC1Y,1996,114747.3,106750.0,32
EC1Y,1997,133721.4,121500.0,29
EC1Y,1998,224258.9,235000.0,101
EC1Y,1999,190764.6,175500.0,100
EC1Y,2000,216179.1,202500.0,64
EC1Y,2001,239378.6,234000.0,56
EC1Y,2002,290599.5,250000.0,105
EC1Y,2003,271990.5,248250.0,48
EC1Y,2004,282271.4,275000.0,43
EC1Y,2005,294734.5,270000.0,55
EC1Y,2006,349725.9,355000.0,66
EC1Y,2007,444564.3,422500.0,72
EC1Y,2008,457178.4,460000.0,28
EC1Y,2009,357948.4,365000.0,60
EC1Y,2010,465032.1,430000.0,132
EC1Y,2011,520829.1,445850.0,86
EC1Y,2012,647130.3,580000.0,38
EC1Y,2013,659369.0,515000.0,52
EC1Y,2014,642015.3,535000.0,45
EC1Y,2015,713295.9,590000.0,39
EC1Y,2016,786113.8,687500.0,40
EC1Y,2017,628115.4,547388.5,26
EC1Y,2018,795544.1,730000.0,35
EC1Y,2019,725117.6,642500.0,34
EC1Y,2020,879977.6,793500.0,86
EC1Y,2021,879844.9,798200.0,62
EC1Y,2022,739623.3,715000.0,41
EC1Y,2023,716997.2,647500.0,18
EC1Y,2024,705063.6,688000.0,37
EC1Y,2025,764119.0,600000.0,21
EC2A,1995,102633.3,75000.0,9
EC2A,1996,104118.4,89750.0,19
EC2A,1997,126083.0,130000.0,15
EC2A,1998,141797.8,132000.0,39
EC2A,1999,214981.6,211397.5,60
EC2A,2000,288239.7,271500.0,56
EC2A,2001,271467.7,277529.0,59
EC2A,2002,354957.2,345000.0,41
EC2A,2003,326328.6,320000.0,35
EC2A,2004,339772.2,318250.0,59
EC2A,2005,339618.4,346000.0,38
EC2A,2006,325894.7,310000.0,45
EC2A,2007,514106.6,480000.0,53
EC2A,2008,402133.3,420000.0,15
EC2A,2009,442982.4,420000.0,26
EC2A,2010,635711.5,575000.0,26
EC2A,2011,460117.5,447500.0,40
EC2A,2012,706618.8,612500.0,40
EC2A,2013,703446.7,640000.0,93
EC2A,2014,786816.2,777500.0,48
EC2A,2015,938015.2,915000.0,33
EC2A,2016,757023.8,671000.0,21
EC2A,2017,797959.4,788000.0,32
EC2A,2018,835468.8,723000.0,21
EC2A,2019,1161924.2,1085760.0,211
EC2A,2020,1524854.3,1253710.0,76
EC2A,2021,1034486.6,936880.0,217
EC2A,2022,1232059.2,1100000.0,56
EC2A,2023,1078291.7,900450.0,132
EC2A,2024,1173708.7,927500.0,48
EC2A,2025,1014264.7,970000.0,17
EC2A,2026,220000.0,220000.0,1
EC2M,1998,170340.0,162500.0,25
EC2M,1999,242500.0,222500.0,6
EC2M,2000,1500000.0,1500000.0,1
EC2M,2001,268750.0,255000.0,14
EC2M,2002,250000.0,250000.0,1
EC2M,2003,150000.0,150000.0,2
EC2M,2004,288666.7,320000.0,3
EC2M,2005,260500.0,260000.0,4
EC2M,2006,295833.3,249500.0,3
EC2M,2007,443750.0,443750.0,2
EC2M,2008,350000.0,350000.0,1
EC2M,2009,236250.0,247500.0,4
EC2M,2010,362500.0,361500.0,3
EC2M,2011,1220888.9,1350000.0,9
EC2M,2012,739416.7,497500.0,3
EC2M,2013,1545000.0,1395000.0,4
EC2M,2014,1090137.4,655000.0,8
EC2M,2015,520750.0,522500.0,4
EC2M,2016,631750.0,631750.0,1
EC2M,2017,552500.0,552500.0,2
EC2M,2019,615000.0,615000.0,1
EC2M,2020,959666.7,575000.0,3
EC2M,2022,1230000.0,1230000.0,1
EC2M,2023,720000.0,720000.0,1
EC2M,2024,2200000.0,2200000.0,1
EC2M,2025,2084000.0,2084000.0,1
EC2R,2007,1383333.3,1000000.0,3
EC2R,2008,900000.0,900000.0,1
EC2R,2010,695000.0,695000.0,1
EC2R,2011,1265000.0,1265000.0,2
EC2R,2013,775000.0,775000.0,1
EC2R,2015,50000.0,50000.0,1
EC2R,2021,899000.0,899000.0,1
EC2R,2024,1440000.0,1440000.0,2
EC2V,2005,1900000.0,1900000.0,1
EC2V,2006,233750.0,240000.0,4
EC2V,2007,250000.0,250000.0,1
EC2V,2015,200000.0,200000.0,1
EC2V,2016,300000.0,300000.0,1
EC2V,2018,1900000.0,1900000.0,1
EC2Y,1995,112162.7,105000.0,126
EC2Y,1996,117141.3,105000.0,152
EC2Y,1997,146776.8,135000.0,222
EC2Y,1998,170275.5,160000.0,174
EC2Y,1999,183308.9,172000.0,216
EC2Y,2000,246375.9,229000.0,135
EC2Y,2001,256111.9,235000.0,151
EC2Y,2002,294441.2,275000.0,152
EC2Y,2003,325627.0,280000.0,151
EC2Y,2004,347451.7,324500.0,128
EC2Y,2005,349688.3,330000.0,136
EC2Y,2006,420072.6,392000.0,115
EC2Y,2007,523730.8,482500.0,107
EC2Y,2008,483628.8,460000.0,33
EC2Y,2009,499864.2,475000.0,81
EC2Y,2010,556077.7,499972.5,126
EC2Y,2011,519710.0,495000.0,105
EC2Y,2012,568780.3,530000.0,70
EC2Y,2013,815954.6,625000.0,298
EC2Y,2014,941020.9,762260.0,153
EC2Y,2015,988509.0,827025.0,150
EC2Y,2016,1046864.0,861500.0,82
EC2Y,2017,1008084.9,852500.0,146
EC2Y,2018,934671.5,755000.0,104
EC2Y,2019,921158.1,815000.0,68
EC2Y,2020,909916.7,808500.0,60
EC2Y,2021,965705.3,800000.0,95
EC2Y,2022,896857.1,810000.0,84
EC2Y,2023,1030529.2,875000.0,81
EC2Y,2024,964297.6,865000.0,84
EC2Y,2025,985982.6,872000.0,75
EC2Y,2026,700500.0,700500.0,2
EC3A,1996,158083.3,158750.0,6
EC3A,1997,93333.3,130000.0,3
EC3A,1999,278750.0,247500.0,8
EC3A,2000,207056.2,195000.0,8
EC3A,2001,246763.2,246500.0,8
EC3A,2002,264166.7,260000.0,9
EC3A,2003,269166.7,260000.0,6
EC3A,2004,333750.0,333750.0,2
EC3A,2005,298900.0,315000.0,5
EC3A,2006,342500.0,320000.0,3
EC3A,2007,462375.0,423500.0,4
EC3A,2009,338666.7,331000.0,3
EC3A,2011,512525.2,472550.5,4
EC3A,2012,375000.0,375000.0,1
EC3A,2013,459975.0,459975.0,2
EC3A,2014,625000.0,625000.0,1
EC3A,2016,1200000.0,1200000.0,1
EC3A,2017,585000.0,585000.0,1
EC3A,2018,500000.0,500000.0,1
EC3A,2021,1732640.1,1282575.0,34
EC3A,2022,1889557.8,1510000.0,27
EC3A,2023,1794532.1,1651775.0,14
EC3A,2024,2126640.0,2045000.0,10
EC3A,2025,1778250.0,1496500.0,4
EC3M,1998,975000.0,975000.0,1
EC3M,2014,60000.0,60000.0,1
EC3M,2022,1225000.0,1225000.0,1
EC3N,1996,150000.0,150000.0,1
EC3N,1997,150000.0,155000.0,7
EC3N,1998,270672.7,218000.0,11
EC3N,1999,251308.9,249950.0,23
EC3N,2000,452000.0,307500.0,8
EC3N,2001,475000.0,360000.0,4
EC3N,2002,325887.1,322000.0,31
EC3N,2003,330580.7,325000.0,69
EC3N,2004,290500.0,290500.0,2
EC3N,2005,357035.7,335000.0,14
EC3N,2006,353926.2,335000.0,21
EC3N,2007,424996.7,380000.0,15
EC3N,2008,339000.0,322000.0,3
EC3N,2009,452499.7,484999.5,6
EC3N,2010,506666.7,410000.0,9
EC3N,2011,402500.0,352500.0,13
EC3N,2012,451320.6,420000.0,17
EC3N,2013,547190.0,587475.0,10
EC3N,2014,588328.6,580000.0,7
EC3N,2015,602500.0,622500.0,10
EC3N,2016,845333.3,680000.0,3
EC3N,2017,600285.7,560000.0,7
EC3N,2018,800875.0,795500.0,4
EC3N,2019,335000.0,335000.0,1
EC3N,2020,665000.0,625000.0,3
EC3N,2021,575400.0,550000.0,5
EC3N,2022,672083.3,637500.0,6
EC3N,2023,841208.6,829211.0,10
EC3N,2024,1005347.4,853125.0,84
EC3N,2025,780312.5,645000.0,8
EC3N,2026,482500.0,482500.0,1
EC3R,1997,254000.0,254000.0,1
EC3R,1999,225312.5,203750.0,8
EC3R,2000,200607.7,175000.0,52
EC3R,2001,104000.0,104000.0,1
EC3R,2002,291473.4,230000.0,15
EC3R,2003,209999.5,209999.5,2
EC3R,2004,258487.5,247475.0,4
EC3R,2005,322600.0,237000.0,5
EC3R,2006,296500.0,267000.0,9
EC3R,2009,325000.0,325000.0,1
EC3R,2010,354333.3,373000.0,3
EC3R,2011,505916.7,387500.0,6
EC3R,2012,597718.9,552500.0,8
EC3R,2013,665500.0,725000.0,5
EC3R,2014,711858.0,717750.0,25
EC3R,2015,936137.5,809100.0,16
EC3R,2016,630937.5,619375.0,4
EC3R,2017,820000.0,570000.0,3
EC3R,2018,1641121.3,956450.0,133
EC3R,2019,2188745.6,1815700.0,36
EC3R,2020,4483333.3,6350000.0,3
EC3R,2021,630000.0,620000.0,4
EC3R,2022,2884000.0,2840000.0,5
EC3R,2023,635625.0,658750.0,4
EC3R,2024,990600.0,1075000.0,5
EC3R,2025,610000.0,680000.0,3
EC3V,1996,176500.0,175000.0,5
EC3V,1998,120300.0,100000.0,5
EC3V,1999,150000.0,150000.0,1
EC3V,2000,211000.0,211000.0,1
EC3V,2002,198316.7,205000.0,3
EC3V,2003,374166.7,237500.0,3
EC3V,2004,250000.0,250000.0,1
EC3V,2006,247250.0,247250.0,2
EC3V,2009,237500.0,237500.0,2
EC3V,2011,485000.0,485000.0,1
EC3V,2012,535000.0,535000.0,2
EC3V,2013,687475.0,687475.0,2
EC3V,2015,890000.0,890000.0,1
EC3V,2020,942500.0,942500.0,2
EC4A,1995,236643.5,86250.0,10
EC4A,1996,137214.3,115000.0,7
EC4A,1997,113592.3,110000.0,13
EC4A,1998,214139.8,187500.0,54
EC4A,1999,171184.8,175000.0,46
EC4A,2000,197410.8,180000.0,31
EC4A,2001,458882.3,279000.0,13
EC4A,2002,224373.5,202500.0,17
EC4A,2003,240606.5,240000.0,23
EC4A,2004,245769.2,235000.0,13
EC4A,2005,267719.1,250000.0,34
EC4A,2006,364727.3,258000.0,11
EC4A,2007,390008.6,369950.0,21
EC4A,2008,426400.0,395000.0,9
EC4A,2009,275861.0,265000.0,8
EC4A,2010,417271.2,371500.0,16
EC4A,2011,502041.7,390000.0,12
EC4A,2012,420500.0,378000.0,8
EC4A,2013,722610.4,605500.0,32
EC4A,2014,957199.4,873000.0,55
EC4A,2015,1296794.6,993000.0,56
EC4A,2016,731166.7,706000.0,6
EC4A,2017,763863.3,545000.0,6
EC4A,2018,918833.3,672500.0,6
EC4A,2019,692700.0,682500.0,10
EC4A,2020,472500.0,455000.0,6
EC4A,2021,825968.8,815000.0,8
EC4A,2022,670333.3,500000.0,9
EC4A,2023,732071.4,625000.0,7
EC4A,2024,562311.1,565000.0,9
EC4A,2025,544722.2,537500.0,9
EC4A,2026,725000.0,725000.0,1
EC4M,1995,2500.0,2500.0,1
EC4M,1996,130000.0,130000.0,1
EC4M,1997,260000.0,260000.0,1
EC4M,1998,265178.1,260000.0,16
EC4M,1999,210250.0,210250.0,2
EC4M,2000,233500.0,244000.0,18
EC4M,2001,209208.3,191250.0,24
EC4M,2002,232500.0,230000.0,3
EC4M,2003,241875.0,245125.0,6
EC4M,2004,350000.0,350000.0,1
EC4M,2005,290500.0,306000.0,7
EC4M,2006,806666.7,900000.0,3
EC4M,2007,523893.9,430575.5,8
EC4M,2009,425000.0,425000.0,1
EC4M,2010,331250.0,331250.0,2
EC4M,2011,719659.1,470000.0,11
EC4M,2012,480000.0,480000.0,1
EC4M,2013,936600.0,795000.0,5
EC4M,2014,685463.3,497200.0,9
EC4M,2015,798035.7,765000.0,7
EC4M,2018,590000.0,590000.0,1
EC4M,2019,600000.0,600000.0,1
EC4M,2021,495000.0,510000.0,3
EC4M,2022,837000.0,910000.0,6
EC4M,2023,613865.3,660000.0,3
EC4M,2024,696666.7,700000.0,3
EC4M,2025,550000.0,550000.0,2
EC4N,1996,225000.0,225000.0,1
EC4N,2003,952000.0,952000.0,1
EC4N,2007,324564.0,324564.0,1
EC4R,1995,1055000.0,1055000.0,1
EC4R,2000,181071.4,165000.0,7
EC4R,2001,667500.0,667500.0,2
EC4R,2002,214000.0,214000.0,1
EC4R,2004,213791.5,170000.0,89
EC4R,2005,684375.0,690000.0,4
EC4R,2006,536555.6,480000.0,9
EC4R,2007,522500.0,522500.0,2
EC4R,2008,425000.0,425000.0,1
EC4R,2009,200000.0,200000.0,4
EC4R,2011,686000.0,828000.0,3
EC4R,2012,572486.4,570000.0,11
EC4R,2013,762800.2,425000.0,5
EC4R,2014,900000.0,900000.0,2
EC4R,2015,825000.0,825000.0,2
EC4R,2016,446666.7,400000.0,3
EC4R,2017,510000.0,510000.0,1
EC4R,2018,480000.0,480000.0,2
EC4R,2019,660000.0,660000.0,2
EC4R,2020,495000.0,495000.0,1
EC4R,2021,394200.0,394200.0,1
EC4R,2022,775000.0,775000.0,1
EC4R,2023,518333.3,465000.0,3
EC4R,2025,510000.0,470000.0,3
EC4V,1995,105500.0,105500.0,2
EC4V,1996,166384.6,150000.0,13
EC4V,1997,264687.5,123500.0,24
EC4V,1998,251267.7,232500.0,56
EC4V,1999,215481.9,180000.0,113
EC4V,2000,245289.1,225000.0,79
EC4V,2001,299454.2,252250.0,36
EC4V,2002,295314.3,266200.0,42
EC4V,2003,319740.4,314000.0,23
EC4V,2004,281280.0,260000.0,25
EC4V,2005,295833.3,285000.0,9
EC4V,2006,330318.2,300000.0,22
EC4V,2007,741256.3,407500.0,16
EC4V,2008,415539.4,365000.0,55
EC4V,2009,563070.5,485000.0,17
EC4V,2010,679852.4,365000.0,21
EC4V,2011,540979.6,430000.0,27
EC4V,2012,508727.3,420000.0,22
EC4V,2013,730892.1,456000.0,19
EC4V,2014,1030405.4,850000.0,35
EC4V,2015,713900.7,600000.0,31
EC4V,2016,990295.0,607475.0,10
EC4V,2017,734653.8,570500.0,13
EC4V,2018,521687.5,525250.0,8
EC4V,2019,642841.1,525000.0,7
EC4V,2020,892000.0,940000.0,5
EC4V,2021,839909.1,695000.0,11
EC4V,2022,1362442.9,555000.0,7
EC4V,2023,956660.3,877319.0,13
EC4V,2024,1631105.3,720000.0,15
EC4V,2025,601752.1,547500.0,14
EC4Y,1996,145666.7,142000.0,3
EC4Y,1997,154705.9,152500.0,17
EC4Y,1998,261800.0,275000.0,5
EC4Y,1999,197833.3,197500.0,3
EC4Y,2000,195000.0,195000.0,1
EC4Y,2001,223000.0,223000.0,2
EC4Y,2002,270666.7,267000.0,3
EC4Y,2003,477074.5,490000.0,61
EC4Y,2004,241916.7,234500.0,6
EC4Y,2005,429611.1,455000.0,9
EC4Y,2006,493607.1,484000.0,14
EC4Y,2007,612166.7,615000.0,6
EC4Y,2008,454733.3,380000.0,3
EC4Y,2009,695333.3,676000.0,3
EC4Y,2010,535625.0,565000.0,8
EC4Y,2011,722500.0,705000.0,3
EC4Y,2012,643285.4,685000.0,11
EC4Y,2013,678000.0,634000.0,16
EC4Y,2014,660618.8,610000.0,8
EC4Y,2015,715000.0,695000.0,5
EC4Y,2016,1021602.5,1021602.5,2
EC4Y,2017,931250.0,930000.0,4
EC4Y,2018,1081000.0,1118000.0,3
EC4Y,2019,935000.0,935000.0,1
EC4Y,2021,853200.0,880000.0,5
EC4Y,2022,763500.0,763500.0,2
EC4Y,2023,1060000.0,1032500.0,4
EC4Y,2024,835000.0,845000.0,3
EC4Y,2025,1700000.0,1700000.0,1
EC4Y,2026,870000.0,870000.0,1
EN1,1995,50202.4,45995.0,332
EN1,1996,51241.7,48000.0,294
EN1,1997,55995.9,52500.0,382
EN1,1998,60903.1,59000.0,368
EN1,1999,67241.7,64000.0,440
EN1,2000,87282.3,81000.0,386
EN1,2001,98163.7,93000.0,411
EN1,2002,118122.9,114747.5,446
EN1,2003,152674.5,139950.0,427
EN1,2004,156349.6,150000.0,384
EN1,2005,154795.0,150000.0,335
EN1,2006,165378.2,160500.0,432
EN1,2007,178588.6,170250.0,466
EN1,2008,175087.0,167176.5,216
EN1,2009,163941.9,160000.0,138
EN1,2010,173522.3,167000.0,154
EN1,2011,168478.2,167750.0,164
EN1,2012,172088.3,169500.0,158
EN1,2013,198226.6,187000.0,297
EN1,2014,224691.1,219997.5,416
EN1,2015,269773.5,249995.0,287
EN1,2016,277878.7,270000.0,259
EN1,2017,282037.0,275000.0,185
EN1,2018,283558.1,280000.0,159
EN1,2019,283354.9,275000.0,178
EN1,2020,281341.2,276000.0,160
EN1,2021,289286.8,277000.0,237
EN1,2022,288877.7,287500.0,191
EN1,2023,285288.9,275000.0,136
EN1,2024,290941.0,285000.0,143
EN1,2025,296590.4,295000.0,121
EN1,2026,260500.0,260500.0,2
EN10,1995,50252.6,40500.0,50
EN10,1996,57266.6,41750.0,86
EN10,1997,59227.2,45000.0,91
EN10,1998,54806.2,49250.0,83
EN10,1999,71184.6,59995.0,152
EN10,2000,73851.4,68500.0,111
EN10,2001,93456.7,78050.0,148
EN10,2002,113211.0,98875.0,138
EN10,2003,128401.0,125000.0,140
EN10,2004,156029.8,166475.0,260
EN10,2005,159700.5,167497.5,230
EN10,2006,154298.3,157000.0,209
EN10,2007,152884.0,150000.0,151
EN10,2008,151582.7,153000.0,76
EN10,2009,166971.5,135000.0,44
EN10,2010,155996.0,156000.0,103
EN10,2011,150632.2,148250.0,90
EN10,2012,153988.6,150000.0,76
EN10,2013,163008.5,151000.0,93
EN10,2014,176541.0,178000.0,136
EN10,2015,191283.2,195000.0,121
EN10,2016,218287.6,227000.0,123
EN10,2017,241789.7,240000.0,112
EN10,2018,226307.0,236250.0,100
EN10,2019,235919.4,236000.0,69
EN10,2020,214305.5,218000.0,73
EN10,2021,236183.3,237500.0,101
EN10,2022,236840.2,250000.0,83
EN10,2023,277044.4,250000.0,95
EN10,2024,249786.6,250000.0,79
EN10,2025,249972.3,240000.0,65
EN11,1995,43511.6,41500.0,64
EN11,1996,42552.1,40000.0,121
EN11,1997,50274.8,46000.0,139
EN11,1998,53675.6,50000.0,149
EN11,1999,62004.9,60000.0,177
EN11,2000,70775.5,70000.0,157
EN11,2001,79866.5,77000.0,157
EN11,2002,105230.6,104747.5,162
EN11,2003,127280.8,123000.0,132
EN11,2004,140453.2,138500.0,177
EN11,2005,154482.8,160000.0,213
EN11,2006,165061.9,158000.0,247
EN11,2007,171543.7,170000.0,205
EN11,2008,156199.0,155000.0,113
EN11,2009,156308.3,150000.0,124
EN11,2010,153969.3,152000.0,109
EN11,2011,146651.6,142000.0,91
EN11,2012,148721.9,146000.0,77
EN11,2013,150541.3,154000.0,94
EN11,2014,165458.1,165250.0,150
EN11,2015,186181.1,184000.0,149
EN11,2016,209230.4,210000.0,126
EN11,2017,225706.4,225000.0,123
EN11,2018,235374.6,238000.0,97
EN11,2019,226820.0,230000.0,111
EN11,2020,226089.7,227500.0,89
EN11,2021,229582.1,225000.0,137
EN11,2022,244930.0,240000.0,119
EN11,2023,240077.3,236000.0,90
EN11,2024,223983.6,227000.0,91
EN11,2025,232516.4,230000.0,94
EN11,2026,231000.0,231000.0,1
EN2,1995,66018.1,60000.0,223
EN2,1996,67909.8,58500.0,292
EN2,1997,70159.7,65000.0,426
EN2,1998,82533.4,74500.0,345
EN2,1999,83803.8,79000.0,347
EN2,2000,106324.2,99997.5,322
EN2,2001,131479.0,121000.0,463
EN2,2002,148621.3,140000.0,414
EN2,2003,171271.7,156500.0,344
EN2,2004,189562.8,168500.0,321
EN2,2005,187831.9,170000.0,252
EN2,2006,191344.3,173500.0,321
EN2,2007,227800.5,204950.0,345
EN2,2008,225002.1,215000.0,269
EN2,2009,198800.4,190000.0,153
EN2,2010,208786.9,200000.0,151
EN2,2011,207234.8,193500.0,169
EN2,2012,207148.8,189000.0,176
EN2,2013,241740.7,221500.0,224
EN2,2014,257507.5,235000.0,244
EN2,2015,299252.1,281500.0,288
EN2,2016,325122.8,318000.0,253
EN2,2017,334218.7,315000.0,176
EN2,2018,316630.0,300000.0,180
EN2,2019,330462.8,325000.0,172
EN2,2020,338047.1,312000.0,141
EN2,2021,327369.8,312000.0,267
EN2,2022,334283.4,316500.0,206
EN2,2023,369946.8,330000.0,129
EN2,2024,373037.6,335000.0,133
EN2,2025,332253.3,310000.0,172
EN2,2026,250333.3,253000.0,3
EN3,1995,40568.1,40250.0,266
EN3,1996,40335.7,40995.0,329
EN3,1997,44346.6,45000.0,254
EN3,1998,55158.9,53000.0,391
EN3,1999,61892.0,59000.0,443
EN3,2000,76699.2,74997.5,556
EN3,2001,88913.4,85000.0,555
EN3,2002,106822.7,106000.0,651
EN3,2003,121159.1,120250.0,478
EN3,2004,132595.4,135000.0,447
EN3,2005,141078.4,141000.0,373
EN3,2006,150677.2,147750.0,536
EN3,2007,151281.7,152000.0,468
EN3,2008,159927.0,160000.0,244
EN3,2009,133623.6,133909.0,107
EN3,2010,138625.6,140000.0,129
EN3,2011,132694.9,135000.0,119
EN3,2012,141115.2,142000.0,135
EN3,2013,142343.2,145000.0,173
EN3,2014,165885.7,165000.0,283
EN3,2015,187006.0,185000.0,294
EN3,2016,216398.1,220000.0,235
EN3,2017,228588.3,226750.0,230
EN3,2018,229534.0,235000.0,183
EN3,2019,262329.9,260000.0,254
EN3,2020,254096.8,250000.0,170
EN3,2021,240673.0,243500.0,205
EN3,2022,255449.2,251612.0,254
EN3,2023,238009.9,240000.0,140
EN3,2024,228229.8,230000.0,130
EN3,2025,243486.6,250000.0,94
EN3,2026,230000.0,230000.0,1
EN4,1995,55726.6,52000.0,137
EN4,1996,60371.0,55995.0,181
EN4,1997,63097.6,59250.0,218
EN4,1998,71267.3,66000.0,203
EN4,1999,89859.8,79000.0,249
EN4,2000,109341.2,105000.0,264
EN4,2001,154346.6,117500.0,227
EN4,2002,169983.1,148000.0,267
EN4,2003,187571.2,169975.0,238
EN4,2004,180500.2,166500.0,191
EN4,2005,191213.6,172000.0,196
EN4,2006,180981.5,175000.0,180
EN4,2007,243785.1,215500.0,240
EN4,2008,222736.0,205500.0,75
EN4,2009,240227.0,190000.0,77
EN4,2010,277926.0,216000.0,98
EN4,2011,232126.9,205000.0,77
EN4,2012,282940.7,206000.0,84
EN4,2013,273652.0,219000.0,122
EN4,2014,299688.5,265000.0,167
EN4,2015,360506.7,288500.0,130
EN4,2016,425458.9,352000.0,190
EN4,2017,437945.8,370000.0,215
EN4,2018,377889.2,320000.0,111
EN4,2019,347923.4,281000.0,124
EN4,2020,443629.3,345000.0,91
EN4,2021,510144.8,410000.0,189
EN4,2022,446712.9,350000.0,137
EN4,2023,492049.9,370000.0,109
EN4,2024,470048.7,386500.0,136
EN4,2025,402585.1,340000.0,90
EN4,2026,331166.7,325000.0,6
EN5,1995,63896.4,60000.0,195
EN5,1996,65244.6,58750.0,338
EN5,1997,67886.5,65000.0,354
EN5,1998,74480.1,74000.0,338
EN5,1999,92052.7,84950.0,415
EN5,2000,111317.4,105000.0,319
EN5,2001,124390.2,122000.0,365
EN5,2002,148857.8,140000.0,461
EN5,2003,168960.8,160000.0,297
EN5,2004,181901.8,173000.0,308
EN5,2005,191001.6,180000.0,251
EN5,2006,201102.8,189950.0,311
EN5,2007,225530.1,220000.0,386
EN5,2008,234393.9,225000.0,167
EN5,2009,207305.1,197250.0,136
EN5,2010,218341.7,217500.0,205
EN5,2011,219850.2,219000.0,155
EN5,2012,238290.4,227000.0,163
EN5,2013,240526.9,237000.0,219
EN5,2014,269876.4,250000.0,291
EN5,2015,290595.0,292500.0,227
EN5,2016,332894.2,328955.0,235
EN5,2017,350074.8,345000.0,238
EN5,2018,372934.8,370000.0,218
EN5,2019,350226.6,345000.0,173
EN5,2020,339923.3,350000.0,133
EN5,2021,364886.3,365000.0,219
EN5,2022,377292.0,369000.0,278
EN5,2023,361916.1,346000.0,158
EN5,2024,353049.8,350000.0,206
EN5,2025,358783.9,350000.0,172
EN5,2026,315000.0,315000.0,1
EN6,1995,61374.3,59500.0,89
EN6,1996,55171.1,53000.0,97
EN6,1997,60540.5,59950.0,125
EN6,1998,63439.9,63000.0,116
EN6,1999,77535.4,73000.0,139
EN6,2000,104283.1,100000.0,156
EN6,2001,112429.4,109500.0,136
EN6,2002,134931.7,135000.0,162
EN6,2003,150462.6,149950.0,137
EN6,2004,175744.6,170000.0,158
EN6,2005,169345.2,168000.0,133
EN6,2006,179440.1,166500.0,128
EN6,2007,191862.2,178000.0,160
EN6,2008,195533.9,185000.0,84
EN6,2009,174043.6,165500.0,75
EN6,2010,191488.0,188000.0,76
EN6,2011,186918.8,173000.0,69
EN6,2012,205505.3,191000.0,102
EN6,2013,191950.0,182700.0,108
EN6,2014,245614.0,233000.0,181
EN6,2015,260855.8,260000.0,148
EN6,2016,298813.2,281500.0,162
EN6,2017,305522.8,305000.0,108
EN6,2018,292406.2,295000.0,73
EN6,2019,300047.9,290000.0,73
EN6,2020,285560.8,283000.0,65
EN6,2021,320140.8,317500.0,104
EN6,2022,281179.4,285000.0,109
EN6,2023,274590.2,275000.0,66
EN6,2024,280171.2,277500.0,66
EN6,2025,295956.0,295000.0,80
EN7,1995,47146.3,47500.0,15
EN7,1996,47573.9,49500.0,33
EN7,1997,51835.9,53000.0,45
EN7,1998,65637.8,59000.0,40
EN7,1999,60894.4,62500.0,55
EN7,2000,81391.3,75500.0,38
EN7,2001,88266.0,84975.0,54
EN7,2002,110297.5,105000.0,51
EN7,2003,118632.2,120000.0,49
EN7,2004,145347.1,137000.0,55
EN7,2005,137913.0,138000.0,42
EN7,2006,147904.1,149000.0,45
EN7,2007,160749.3,152500.0,48
EN7,2008,154921.6,147500.0,24
EN7,2009,197562.5,150500.0,16
EN7,2010,157558.8,133000.0,17
EN7,2011,133347.1,135500.0,19
EN7,2012,131374.7,123750.0,16
EN7,2013,152733.9,145000.0,31
EN7,2014,163804.6,164500.0,40
EN7,2015,200478.3,200500.0,24
EN7,2016,214797.5,208500.0,26
EN7,2017,249526.9,204997.5,18
EN7,2018,262704.5,238000.0,22
EN7,2019,245881.2,230000.0,23
EN7,2020,226916.7,230000.0,18
EN7,2021,240136.1,209000.0,22
EN7,2022,263291.2,255000.0,24
EN7,2023,238967.1,243000.0,19
EN7,2024,328590.6,348000.0,29
EN7,2025,217416.7,225500.0,12
EN8,1995,44789.1,44000.0,158
EN8,1996,44649.5,44866.0,196
EN8,1997,48241.5,49000.0,300
EN8,1998,53845.5,54000.0,302
EN8,1999,58723.1,59000.0,323
EN8,2000,72103.8,72000.0,311
EN8,2001,79336.6,81000.0,261
EN8,2002,104899.3,103000.0,343
EN8,2003,125166.2,126000.0,301
EN8,2004,140514.5,138750.0,372
EN8,2005,139972.9,135000.0,243
EN8,2006,149332.0,147000.0,348
EN8,2007,156994.8,154475.0,344
EN8,2008,145717.9,148000.0,163
EN8,2009,137233.4,138500.0,138
EN8,2010,138226.6,145000.0,137
EN8,2011,143214.8,142500.0,132
EN8,2012,141287.9,145000.0,112
EN8,2013,146294.3,148000.0,145
EN8,2014,160432.8,164972.5,250
EN8,2015,182705.2,186250.0,238
EN8,2016,212990.3,220000.0,293
EN8,2017,219350.0,215000.0,276
EN8,2018,223361.0,230000.0,187
EN8,2019,227638.3,235500.0,150
EN8,2020,224009.4,229000.0,133
EN8,2021,226941.2,229500.0,207
EN8,2022,235108.1,239000.0,181
EN8,2023,249749.9,245000.0,151
EN8,2024,230311.4,226250.0,140
EN8,2025,242136.7,240000.0,136
EN8,2026,189400.0,205000.0,5
EN9,1995,49667.2,52500.0,106
EN9,1996,51216.9,52600.0,83
EN9,1997,51526.4,53800.0,122
EN9,1998,55746.4,59000.0,117
EN9,1999,60024.7,60000.0,118
